"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2021年06月21日"

"NA","欠測値"

"","","","","/項目 コード","A1101","","A1301","","A1302","","A1303","","E1101","","E2101","","E3101","","E4101","","I5101","","#A05101","","#A05302","","#A05303","","#F01201","","#F01202","","#F01203",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","注釈","A1301_15歳未満人口【人】","注釈","A1302_15～64歳人口【人】","注釈","A1303_65歳以上人口【人】","注釈","E1101_幼稚園数【園】","注釈","E2101_小学校数【校】","注釈","E3101_中学校数【校】","注釈","E4101_高等学校数【校】","注釈","I5101_病院数【施設】","注釈","#A05101_人口増減率【％】","注釈","#A05302_転入率（日本人移動者）【％】","注釈","#A05303_転出率（日本人移動者）【％】","注釈","#F01201_第1次産業就業者比率【％】","注釈","#F01202_第2次産業就業者比率【％】","注釈","#F01203_第3次産業就業者比率【％】","注釈"
"2015100000","2015年度","07367","福島県 只見町","","4,470","","426","","2,067","","1,977","","0","","3","","1","","1","","0","","-9.37","","2.62","","2.98","","15.23","","31.85","","52.78",""
"2015100000","2015年度","07368","福島県 南会津町","","16,264","","1,729","","8,341","","6,181","","2","","7","","5","","2","","1","","-8.96","","2.91","","3.93","","14.46","","26.28","","58.93",""
"2015100000","2015年度","07402","福島県 北塩原村","","2,831","","324","","1,608","","899","","2","","2","","2","","0","","0","","-11.11","","3.50","","5.62","","14.47","","21.43","","63.18",""
"2015100000","2015年度","07405","福島県 西会津町","","6,582","","567","","3,143","","2,872","","0","","1","","1","","1","","0","","-10.64","","1.79","","2.77","","18.97","","35.75","","45.24",""
"2015100000","2015年度","07407","福島県 磐梯町","","3,579","","460","","1,911","","1,208","","1","","2","","1","","0","","0","","-4.84","","2.49","","3.38","","16.29","","28.13","","55.58",""
"2015100000","2015年度","07408","福島県 猪苗代町","","15,037","","1,781","","8,110","","5,109","","5","","6","","3","","1","","1","","-4.86","","2.72","","3.42","","12.38","","19.40","","66.87",""
"2015100000","2015年度","07421","福島県 会津坂下町","","16,303","","1,944","","9,120","","5,210","","2","","2","","1","","2","","1","","-6.09","","2.46","","3.07","","14.93","","27.22","","57.18",""
"2015100000","2015年度","07422","福島県 湯川村","","3,206","","447","","1,771","","988","","1","","2","","1","","0","","0","","-4.70","","4.09","","2.74","","25.36","","23.93","","50.54",""
"2015100000","2015年度","07423","福島県 柳津町","","3,536","","370","","1,707","","1,459","","0","","2","","2","","0","","0","","-11.80","","2.21","","3.11","","14.27","","30.11","","55.20",""
"2015100000","2015年度","07444","福島県 三島町","","1,668","","119","","705","","844","","0","","1","","1","","0","","1","","-13.40","","3.06","","4.26","","13.22","","23.83","","58.95",""
"2015100000","2015年度","07445","福島県 金山町","","2,189","","103","","827","","1,259","","0","","2","","1","","1","","0","","-11.09","","2.19","","3.06","","13.03","","26.06","","59.09",""
"2015100000","2015年度","07446","福島県 昭和村","","1,322","","85","","512","","725","","0","","1","","1","","0","","0","","-11.87","","3.93","","3.78","","39.72","","13.97","","46.15",""
"2015100000","2015年度","07447","福島県 会津美里町","","20,913","","2,253","","11,347","","7,313","","3","","4","","3","","1","","1","","-8.02","","2.28","","3.07","","16.76","","26.16","","56.53",""
"2015100000","2015年度","07461","福島県 西郷村","","20,322","","2,868","","12,621","","4,487","","2","","5","","3","","0","","1","","2.81","","4.43","","3.81","","6.19","","39.35","","52.68",""
"2015100000","2015年度","07464","福島県 泉崎村","","6,495","","907","","3,818","","1,768","","1","","2","","1","","0","","0","","-4.51","","2.59","","3.13","","13.75","","39.68","","46.30",""
"2015100000","2015年度","07465","福島県 中島村","","5,001","","674","","3,012","","1,315","","1","","2","","1","","0","","0","","-2.97","","2.32","","2.62","","19.10","","37.78","","42.88",""
"2015100000","2015年度","07466","福島県 矢吹町","","17,370","","2,228","","10,146","","4,948","","4","","4","","1","","1","","3","","-5.63","","3.06","","2.88","","11.45","","35.10","","47.41",""
"2015100000","2015年度","07481","福島県 棚倉町","","14,295","","1,939","","8,259","","4,038","","4","","5","","1","","1","","0","","-5.09","","2.58","","3.15","","10.19","","41.65","","47.78",""
"2015100000","2015年度","07482","福島県 矢祭町","","5,950","","664","","3,196","","2,090","","1","","5","","1","","0","","0","","-6.27","","2.02","","1.36","","14.42","","42.11","","42.48",""
"2015100000","2015年度","07483","福島県 塙町","","9,157","","1,022","","5,027","","3,105","","3","","3","","1","","1","","2","","-7.36","","2.27","","2.99","","17.43","","35.51","","45.29",""
"2015100000","2015年度","07484","福島県 鮫川村","","3,577","","434","","1,925","","1,218","","1","","2","","1","","1","","0","","-10.33","","1.96","","3.21","","21.41","","39.75","","38.63",""
"2015100000","2015年度","07501","福島県 石川町","","15,880","","1,741","","8,919","","5,206","","0","","3","","2","","2","","0","","-10.66","","1.96","","3.17","","10.60","","36.21","","51.71",""
"2015100000","2015年度","07502","福島県 玉川村","","6,777","","894","","4,049","","1,819","","2","","2","","2","","0","","0","","-6.28","","2.94","","2.98","","11.27","","37.64","","42.32",""
"2015100000","2015年度","07503","福島県 平田村","","6,505","","752","","3,822","","1,930","","0","","2","","2","","1","","1","","-6.01","","1.91","","2.83","","15.62","","41.73","","39.37",""
"2015100000","2015年度","07504","福島県 浅川町","","6,577","","885","","3,752","","1,940","","1","","3","","1","","0","","0","","-4.52","","2.37","","2.84","","9.40","","47.29","","42.87",""
"2015100000","2015年度","07505","福島県 古殿町","","5,373","","629","","2,948","","1,796","","0","","1","","1","","0","","0","","-10.90","","1.60","","2.42","","15.83","","41.87","","41.65",""
"2015100000","2015年度","07521","福島県 三春町","","18,304","","2,016","","10,557","","5,620","","2","","6","","2","","1","","1","","0.62","","2.14","","3.17","","7.20","","32.61","","57.81",""
"2015100000","2015年度","07522","福島県 小野町","","10,475","","1,203","","5,991","","3,246","","1","","4","","1","","1","","1","","-6.49","","2.41","","3.10","","12.70","","38.60","","46.90",""
"2015100000","2015年度","07541","福島県 広野町","","4,319","","256","","2,930","","1,131","","1","","1","","1","","1","","1","","-20.28","","7.62","","7.13","","2.37","","27.72","","69.20",""
"2015100000","2015年度","07542","福島県 楢葉町","","975","","3","","741","","185","","0","","2","","1","","0","","0","","-87.34","","11.69","","16.31","","1.19","","68.51","","28.33",""
"2015100000","2015年度","07543","福島県 富岡町","","0","","0","","0","","0","","3","","2","","2","","1","","0","","-100.00","","NA","","NA","","NA","","NA","","NA",""
"2015100000","2015年度","07544","福島県 川内村","","2,021","","74","","1,181","","765","","0","","1","","1","","0","","0","","-28.33","","5.89","","3.22","","11.52","","26.27","","62.22",""
"2015100000","2015年度","07545","福島県 大熊町","","0","","0","","0","","0","","2","","2","","1","","1","","0","","-100.00","","NA","","NA","","NA","","NA","","NA",""
"2015100000","2015年度","07546","福島県 双葉町","","0","","0","","0","","0","","1","","2","","1","","1","","0","","-100.00","","NA","","NA","","NA","","NA","","NA",""
"2015100000","2015年度","07547","福島県 浪江町","","0","","0","","0","","0","","3","","6","","3","","2","","0","","-100.00","","NA","","NA","","NA","","NA","","NA",""
"2015100000","2015年度","07548","福島県 葛尾村","","18","","0","","9","","9","","1","","1","","1","","0","","0","","-98.82","","50.00","","77.78","","0.00","","20.00","","80.00",""
"2015100000","2015年度","07561","福島県 新地町","","8,218","","1,096","","4,603","","2,455","","0","","3","","1","","1","","1","","-0.07","","3.99","","2.60","","10.73","","36.23","","52.89",""
"2015100000","2015年度","07564","福島県 飯舘村","","41","","0","","0","","41","","2","","3","","1","","1","","0","","-99.34","","143.90","","226.83","","NA","","NA","","NA",""
"2015100000","2015年度","08201","茨城県 水戸市","","270,783","","34,839","","163,039","","66,236","","34","","36","","19","","15","","27","","0.76","","3.89","","3.84","","2.57","","18.42","","74.10",""
"2015100000","2015年度","08202","茨城県 日立市","","185,054","","21,621","","108,148","","53,977","","28","","26","","17","","8","","15","","-4.18","","2.00","","2.82","","1.40","","35.80","","58.76",""
"2015100000","2015年度","08203","茨城県 土浦市","","140,804","","17,312","","85,252","","37,562","","16","","19","","9","","8","","8","","-2.11","","4.07","","4.38","","3.24","","24.20","","68.30",""
"2015100000","2015年度","08204","茨城県 古河市","","140,946","","17,562","","87,054","","35,974","","10","","23","","9","","5","","8","","-1.43","","2.59","","2.79","","3.94","","36.56","","55.29",""
"2015100000","2015年度","08205","茨城県 石岡市","","76,020","","8,622","","44,542","","22,330","","7","","19","","7","","4","","9","","-4.60","","2.65","","3.13","","7.62","","28.17","","57.89",""
"2015100000","2015年度","08207","茨城県 結城市","","51,594","","6,626","","30,618","","14,127","","4","","9","","3","","3","","2","","-1.71","","2.62","","2.95","","6.81","","36.52","","53.04",""
"2015100000","2015年度","08208","茨城県 龍ケ崎市","","78,342","","9,590","","48,335","","19,113","","4","","12","","6","","4","","3","","-2.48","","3.10","","3.35","","2.39","","26.45","","66.03",""
"2015100000","2015年度","08210","茨城県 下妻市","","43,293","","5,719","","26,540","","11,018","","9","","9","","3","","2","","3","","-3.77","","2.90","","3.27","","6.02","","36.09","","54.26",""
"2015100000","2015年度","08211","茨城県 常総市","","61,483","","7,633","","36,451","","16,860","","6","","14","","5","","3","","4","","-5.87","","2.27","","3.32","","5.37","","34.73","","52.75",""
"2015100000","2015年度","08212","茨城県 常陸太田市","","52,294","","4,975","","29,533","","17,745","","8","","13","","7","","3","","5","","-7.03","","1.88","","2.44","","8.36","","27.45","","61.06",""
"2015100000","2015年度","08214","茨城県 高萩市","","29,638","","3,329","","17,197","","9,061","","4","","5","","4","","2","","4","","-4.45","","2.80","","3.51","","3.59","","38.95","","56.03",""
"2015100000","2015年度","08215","茨城県 北茨城市","","44,412","","4,924","","25,811","","13,183","","4","","12","","5","","1","","3","","-5.56","","2.20","","2.47","","4.21","","41.47","","51.64",""
"2015100000","2015年度","08216","茨城県 笠間市","","76,739","","9,251","","45,466","","21,713","","8","","11","","6","","2","","5","","-3.36","","2.50","","2.85","","5.92","","25.99","","63.83",""
"2015100000","2015年度","08217","茨城県 取手市","","106,570","","11,555","","61,423","","33,380","","8","","16","","8","","7","","8","","-2.81","","3.23","","3.25","","1.78","","22.09","","70.96",""
"2015100000","2015年度","08219","茨城県 牛久市","","84,317","","11,355","","50,287","","21,846","","7","","8","","6","","3","","2","","3.22","","4.07","","3.70","","1.86","","24.20","","69.62",""
"2015100000","2015年度","08220","茨城県 つくば市","","226,963","","31,448","","139,739","","40,999","","26","","37","","16","","6","","12","","5.77","","5.50","","4.66","","2.98","","19.48","","71.38",""
"2015100000","2015年度","08221","茨城県 ひたちなか市","","155,689","","22,079","","96,086","","37,127","","16","","20","","9","","5","","6","","-0.87","","3.21","","3.23","","2.48","","30.67","","63.80",""
"2015100000","2015年度","08222","茨城県 鹿嶋市","","67,879","","8,719","","40,017","","18,708","","4","","12","","6","","4","","4","","2.70","","3.49","","3.34","","3.05","","32.64","","59.01",""
"2015100000","2015年度","08223","茨城県 潮来市","","29,111","","3,341","","17,331","","8,253","","2","","6","","4","","1","","0","","-4.66","","2.37","","2.70","","3.78","","29.91","","63.25",""
"2015100000","2015年度","08224","茨城県 守谷市","","64,753","","10,243","","41,528","","12,651","","5","","10","","4","","1","","3","","3.63","","4.52","","4.19","","0.95","","26.28","","68.66",""
"2015100000","2015年度","08225","茨城県 常陸大宮市","","42,587","","4,483","","23,685","","14,005","","5","","11","","5","","2","","2","","-5.74","","2.26","","2.77","","10.00","","31.04","","57.89",""
"2015100000","2015年度","08226","茨城県 那珂市","","54,276","","6,779","","31,580","","15,693","","8","","9","","5","","2","","4","","0.07","","3.04","","2.89","","5.55","","23.94","","64.51",""
"2015100000","2015年度","08227","茨城県 筑西市","","104,573","","12,759","","62,316","","29,178","","6","","20","","7","","4","","6","","-3.64","","1.99","","2.54","","8.19","","35.29","","54.39",""
"2015100000","2015年度","08228","茨城県 坂東市","","54,087","","6,839","","32,517","","14,359","","3","","13","","4","","2","","2","","-3.61","","1.87","","2.38","","10.95","","38.01","","49.68",""
"2015100000","2015年度","08229","茨城県 稲敷市","","42,810","","4,253","","24,920","","13,552","","4","","13","","4","","1","","3","","-8.71","","1.95","","2.76","","8.28","","30.18","","53.59",""
"2015100000","2015年度","08230","茨城県 かすみがうら市","","42,147","","5,172","","25,216","","11,693","","1","","14","","3","","1","","0","","-3.23","","3.15","","3.68","","10.56","","31.18","","56.56",""
"2015100000","2015年度","08231","茨城県 桜川市","","42,632","","4,892","","25,106","","12,592","","4","","11","","5","","3","","3","","-6.66","","1.65","","2.48","","7.17","","36.06","","54.90",""
"2015100000","2015年度","08232","茨城県 神栖市","","94,522","","13,713","","60,907","","19,576","","6","","15","","8","","3","","5","","-0.29","","3.08","","3.02","","5.44","","36.14","","52.79",""
"2015100000","2015年度","08233","茨城県 行方市","","34,909","","3,796","","20,103","","11,001","","3","","7","","4","","2","","1","","-7.18","","1.73","","2.31","","22.71","","28.11","","48.46",""
"2015100000","2015年度","08234","茨城県 鉾田市","","48,147","","5,357","","28,150","","14,560","","4","","20","","4","","3","","2","","-4.01","","2.14","","2.31","","31.34","","21.06","","45.75",""
"2015100000","2015年度","08235","茨城県 つくばみらい市","","49,136","","7,071","","29,767","","12,050","","4","","12","","4","","1","","0","","10.51","","5.90","","3.52","","4.42","","29.35","","62.39",""
"2015100000","2015年度","08236","茨城県 小美玉市","","50,911","","6,507","","30,902","","13,435","","7","","11","","4","","1","","5","","-2.62","","3.07","","3.57","","11.37","","28.83","","56.21",""
"2015100000","2015年度","08302","茨城県 茨城町","","32,921","","3,716","","19,029","","10,128","","4","","6","","2","","1","","2","","-4.61","","3.47","","3.47","","15.05","","23.61","","59.54",""
"2015100000","2015年度","08309","茨城県 大洗町","","16,886","","1,827","","9,788","","5,149","","3","","3","","2","","1","","1","","-7.87","","2.18","","3.28","","6.25","","26.12","","66.51",""
"2015100000","2015年度","08310","茨城県 城里町","","19,800","","1,970","","11,561","","6,260","","1","","5","","2","","1","","1","","-7.87","","2.09","","2.86","","11.26","","24.83","","58.87",""
