"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2021年06月21日"

"NA","欠測値"

"","","","","/項目 コード","A1101","","A1301","","A1302","","A1303","","E1101","","E2101","","E3101","","E4101","","I5101","","#A05101","","#A05302","","#A05303","","#F01201","","#F01202","","#F01203",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","注釈","A1301_15歳未満人口【人】","注釈","A1302_15～64歳人口【人】","注釈","A1303_65歳以上人口【人】","注釈","E1101_幼稚園数【園】","注釈","E2101_小学校数【校】","注釈","E3101_中学校数【校】","注釈","E4101_高等学校数【校】","注釈","I5101_病院数【施設】","注釈","#A05101_人口増減率【％】","注釈","#A05302_転入率（日本人移動者）【％】","注釈","#A05303_転出率（日本人移動者）【％】","注釈","#F01201_第1次産業就業者比率【％】","注釈","#F01202_第2次産業就業者比率【％】","注釈","#F01203_第3次産業就業者比率【％】","注釈"
"2015100000","2015年度","23227","愛知県 高浜市","","46,236","","7,459","","29,818","","8,750","","5","","5","","2","","1","","1","","5.02","","3.92","","3.43","","1.01","","50.00","","45.25",""
"2015100000","2015年度","23228","愛知県 岩倉市","","47,562","","6,100","","29,672","","11,361","","2","","5","","2","","1","","1","","0.47","","4.59","","4.42","","1.05","","28.99","","63.68",""
"2015100000","2015年度","23229","愛知県 豊明市","","69,127","","9,047","","42,605","","17,047","","5","","9","","4","","2","","3","","-0.89","","3.66","","3.57","","1.03","","35.70","","58.15",""
"2015100000","2015年度","23230","愛知県 日進市","","87,977","","14,347","","55,182","","17,230","","6","","10","","5","","3","","3","","4.44","","5.08","","4.36","","0.76","","27.97","","67.08",""
"2015100000","2015年度","23231","愛知県 田原市","","62,364","","8,164","","37,946","","15,960","","2","","18","","7","","3","","1","","-2.74","","2.02","","2.82","","29.64","","27.08","","39.64",""
"2015100000","2015年度","23232","愛知県 愛西市","","63,088","","8,108","","36,473","","18,448","","3","","13","","6","","2","","0","","-2.91","","2.25","","2.62","","7.96","","29.49","","60.17",""
"2015100000","2015年度","23233","愛知県 清須市","","67,327","","9,534","","41,834","","15,377","","2","","8","","4","","1","","3","","2.39","","4.64","","4.37","","1.24","","28.99","","64.06",""
"2015100000","2015年度","23234","愛知県 北名古屋市","","84,133","","12,572","","51,227","","19,908","","5","","10","","6","","1","","2","","3.14","","4.22","","3.97","","1.24","","30.51","","64.21",""
"2015100000","2015年度","23235","愛知県 弥富市","","43,269","","5,894","","26,249","","10,702","","1","","8","","3","","2","","2","","-0.01","","3.37","","3.81","","3.98","","28.07","","62.64",""
"2015100000","2015年度","23236","愛知県 みよし市","","61,810","","10,170","","40,940","","10,371","","6","","8","","4","","1","","2","","2.85","","4.77","","4.48","","1.78","","40.39","","53.71",""
"2015100000","2015年度","23237","愛知県 あま市","","86,898","","12,390","","51,921","","22,091","","6","","12","","5","","2","","3","","0.21","","3.45","","3.41","","1.50","","31.79","","60.29",""
"2015100000","2015年度","23238","愛知県 長久手市","","57,598","","9,897","","37,414","","8,691","","3","","6","","3","","2","","2","","10.72","","6.00","","4.98","","0.74","","22.70","","72.26",""
"2015100000","2015年度","23302","愛知県 東郷町","","42,858","","7,068","","26,070","","9,462","","1","","6","","3","","1","","2","","2.41","","3.89","","3.74","","1.15","","36.54","","60.14",""
"2015100000","2015年度","23342","愛知県 豊山町","","15,177","","2,423","","9,342","","3,332","","1","","3","","1","","0","","0","","5.36","","5.93","","4.84","","0.88","","32.22","","62.77",""
"2015100000","2015年度","23361","愛知県 大口町","","23,274","","3,554","","14,304","","5,377","","2","","3","","1","","0","","1","","3.69","","4.75","","3.67","","1.63","","39.00","","56.71",""
"2015100000","2015年度","23362","愛知県 扶桑町","","33,806","","4,871","","20,070","","8,787","","1","","4","","2","","2","","0","","0.74","","3.98","","3.88","","1.36","","33.69","","62.09",""
"2015100000","2015年度","23424","愛知県 大治町","","30,990","","4,988","","18,888","","6,345","","2","","3","","1","","0","","0","","3.68","","5.00","","4.42","","1.31","","30.99","","61.53",""
"2015100000","2015年度","23425","愛知県 蟹江町","","37,085","","4,759","","22,966","","8,867","","3","","5","","2","","0","","2","","1.08","","4.17","","4.25","","0.93","","27.20","","67.72",""
"2015100000","2015年度","23427","愛知県 飛島村","","4,397","","604","","2,433","","1,342","","0","","1","","1","","0","","0","","-2.83","","2.09","","2.82","","11.59","","29.07","","58.47",""
"2015100000","2015年度","23441","愛知県 阿久比町","","27,747","","4,476","","16,116","","7,096","","1","","4","","1","","1","","0","","8.96","","3.83","","3.13","","3.07","","35.27","","58.33",""
"2015100000","2015年度","23442","愛知県 東浦町","","49,230","","6,913","","29,957","","11,921","","1","","7","","3","","1","","1","","-1.14","","3.19","","3.39","","2.05","","39.49","","54.87",""
"2015100000","2015年度","23445","愛知県 南知多町","","18,707","","1,823","","10,412","","6,438","","0","","6","","5","","1","","1","","-8.96","","1.76","","3.09","","18.87","","24.27","","55.60",""
"2015100000","2015年度","23446","愛知県 美浜町","","23,575","","2,648","","14,254","","6,450","","1","","6","","2","","1","","2","","-6.37","","2.54","","2.98","","6.70","","29.28","","62.58",""
"2015100000","2015年度","23447","愛知県 武豊町","","42,473","","6,242","","25,934","","10,069","","0","","4","","2","","1","","2","","0.15","","3.63","","3.17","","1.47","","40.46","","56.30",""
"2015100000","2015年度","23501","愛知県 幸田町","","39,549","","6,641","","24,736","","8,100","","3","","6","","3","","1","","1","","4.27","","3.90","","3.19","","3.72","","43.47","","49.37",""
"2015100000","2015年度","23561","愛知県 設楽町","","5,074","","398","","2,270","","2,401","","0","","5","","2","","1","","0","","-12.05","","2.11","","3.13","","21.47","","21.23","","56.86",""
"2015100000","2015年度","23562","愛知県 東栄町","","3,446","","279","","1,487","","1,680","","0","","1","","1","","0","","1","","-8.28","","2.47","","3.08","","8.35","","29.46","","62.18",""
"2015100000","2015年度","23563","愛知県 豊根村","","1,135","","109","","476","","550","","0","","1","","1","","0","","0","","-15.04","","2.47","","5.46","","13.35","","26.33","","60.15",""
"2015100000","2015年度","24201","三重県 津市","","279,886","","35,663","","165,058","","77,624","","50","","54","","25","","12","","24","","-2.05","","2.88","","3.12","","2.72","","25.57","","67.86",""
"2015100000","2015年度","24202","三重県 四日市市","","311,031","","41,253","","189,755","","75,660","","38","","39","","25","","13","","13","","1.06","","3.02","","3.00","","1.37","","33.38","","60.30",""
"2015100000","2015年度","24203","三重県 伊勢市","","127,817","","15,880","","73,987","","37,432","","19","","24","","13","","8","","4","","-1.88","","2.40","","2.82","","2.63","","25.82","","67.57",""
"2015100000","2015年度","24204","三重県 松阪市","","163,863","","21,390","","95,765","","45,713","","25","","41","","14","","5","","10","","-2.47","","2.43","","2.72","","3.94","","29.37","","63.92",""
"2015100000","2015年度","24205","三重県 桑名市","","140,303","","19,309","","84,198","","34,590","","23","","29","","11","","5","","11","","0.01","","3.31","","3.06","","1.96","","32.48","","62.43",""
"2015100000","2015年度","24207","三重県 鈴鹿市","","196,403","","26,758","","117,737","","45,500","","25","","30","","11","","6","","8","","-1.45","","2.78","","3.05","","2.94","","34.52","","59.04",""
"2015100000","2015年度","24208","三重県 名張市","","78,795","","10,058","","46,149","","22,084","","6","","14","","5","","3","","2","","-1.85","","2.54","","3.05","","2.41","","32.36","","62.68",""
"2015100000","2015年度","24209","三重県 尾鷲市","","18,009","","1,754","","8,833","","7,375","","2","","10","","4","","1","","1","","-10.10","","2.67","","3.69","","6.40","","19.39","","73.48",""
"2015100000","2015年度","24210","三重県 亀山市","","50,254","","7,014","","30,083","","12,440","","6","","11","","3","","1","","3","","-1.51","","3.02","","3.25","","2.95","","37.60","","54.56",""
"2015100000","2015年度","24211","三重県 鳥羽市","","19,448","","1,950","","10,621","","6,835","","1","","9","","5","","1","","0","","-9.27","","2.24","","3.49","","14.37","","16.99","","65.76",""
"2015100000","2015年度","24212","三重県 熊野市","","17,322","","1,731","","8,345","","7,226","","3","","19","","10","","1","","1","","-11.90","","2.95","","3.74","","7.98","","17.33","","74.07",""
"2015100000","2015年度","24214","三重県 いなべ市","","45,815","","5,856","","27,858","","11,575","","1","","15","","4","","1","","4","","0.29","","2.94","","3.33","","2.22","","45.86","","50.15",""
"2015100000","2015年度","24215","三重県 志摩市","","50,341","","4,941","","26,335","","18,648","","8","","19","","7","","2","","3","","-7.96","","1.72","","2.67","","8.74","","18.28","","70.65",""
"2015100000","2015年度","24216","三重県 伊賀市","","90,581","","10,763","","51,131","","28,668","","3","","23","","11","","6","","4","","-6.82","","2.53","","3.02","","5.86","","38.61","","53.78",""
"2015100000","2015年度","24303","三重県 木曽岬町","","6,357","","653","","3,783","","1,919","","2","","1","","1","","0","","0","","-7.26","","2.53","","3.08","","11.34","","32.52","","55.46",""
"2015100000","2015年度","24324","三重県 東員町","","25,344","","3,374","","14,704","","6,967","","6","","6","","2","","0","","2","","-1.24","","2.50","","2.88","","1.11","","37.48","","57.68",""
"2015100000","2015年度","24341","三重県 菰野町","","40,210","","5,789","","24,067","","10,187","","5","","5","","2","","1","","3","","0.58","","3.38","","3.04","","2.39","","37.10","","57.10",""
"2015100000","2015年度","24343","三重県 朝日町","","10,560","","2,225","","6,017","","2,015","","1","","1","","1","","0","","0","","9.70","","4.82","","3.52","","0.97","","35.79","","60.84",""
"2015100000","2015年度","24344","三重県 川越町","","14,752","","2,364","","9,575","","2,735","","1","","2","","1","","1","","0","","5.35","","6.01","","5.41","","0.78","","36.30","","61.60",""
"2015100000","2015年度","24441","三重県 多気町","","14,878","","1,900","","8,189","","4,655","","0","","5","","2","","1","","0","","-3.63","","2.47","","2.79","","11.06","","31.69","","54.65",""
"2015100000","2015年度","24442","三重県 明和町","","22,586","","3,036","","12,880","","6,518","","3","","6","","1","","0","","2","","-1.08","","2.98","","2.54","","5.82","","29.70","","60.82",""
"2015100000","2015年度","24443","三重県 大台町","","9,557","","987","","4,765","","3,797","","0","","4","","2","","1","","1","","-8.25","","2.42","","2.95","","7.99","","27.52","","62.13",""
"2015100000","2015年度","24461","三重県 玉城町","","15,431","","2,300","","9,011","","3,956","","0","","4","","1","","0","","1","","0.88","","2.77","","2.57","","7.15","","33.38","","58.28",""
"2015100000","2015年度","24470","三重県 度会町","","8,309","","1,010","","4,652","","2,646","","0","","1","","1","","1","","0","","-4.41","","2.15","","2.36","","6.70","","34.27","","58.33",""
"2015100000","2015年度","24471","三重県 大紀町","","8,939","","758","","4,126","","4,039","","0","","4","","2","","0","","0","","-9.21","","1.94","","2.80","","10.68","","29.64","","59.38",""
"2015100000","2015年度","24472","三重県 南伊勢町","","12,788","","860","","5,644","","6,278","","0","","3","","2","","1","","1","","-13.54","","1.79","","3.03","","20.50","","19.19","","58.74",""
"2015100000","2015年度","24543","三重県 紀北町","","16,338","","1,512","","7,888","","6,899","","3","","13","","4","","0","","2","","-12.21","","1.63","","2.58","","10.05","","26.21","","62.52",""
"2015100000","2015年度","24561","三重県 御浜町","","8,741","","1,046","","4,414","","3,279","","0","","4","","3","","1","","1","","-6.77","","3.12","","3.17","","23.14","","14.63","","62.08",""
"2015100000","2015年度","24562","三重県 紀宝町","","11,207","","1,391","","6,007","","3,786","","1","","6","","2","","0","","0","","-5.79","","3.02","","3.52","","7.33","","25.91","","66.15",""
"2015100000","2015年度","25201","滋賀県 大津市","","340,973","","47,815","","207,110","","83,118","","42","","38","","21","","14","","15","","0.99","","3.05","","3.21","","1.13","","22.55","","71.39",""
"2015100000","2015年度","25202","滋賀県 彦根市","","113,679","","15,979","","70,040","","26,223","","12","","17","","8","","7","","3","","1.36","","3.20","","3.28","","1.78","","33.82","","60.39",""
"2015100000","2015年度","25203","滋賀県 長浜市","","118,193","","16,132","","68,787","","31,244","","9","","27","","13","","6","","4","","-4.78","","1.91","","2.35","","3.28","","35.99","","57.11",""
"2015100000","2015年度","25204","滋賀県 近江八幡市","","81,312","","11,752","","48,372","","20,726","","9","","13","","5","","4","","3","","-0.52","","2.84","","3.18","","3.73","","34.27","","58.56",""
"2015100000","2015年度","25206","滋賀県 草津市","","137,247","","19,741","","87,537","","26,879","","14","","13","","7","","6","","6","","4.87","","5.11","","4.28","","1.39","","30.39","","63.56",""
"2015100000","2015年度","25207","滋賀県 守山市","","79,859","","13,597","","48,523","","16,381","","7","","9","","6","","3","","3","","4.31","","3.63","","3.41","","2.39","","32.29","","63.15",""
"2015100000","2015年度","25208","滋賀県 栗東市","","66,749","","12,256","","42,658","","11,721","","9","","9","","3","","2","","1","","4.86","","4.80","","5.01","","1.75","","32.26","","62.59",""
"2015100000","2015年度","25209","滋賀県 甲賀市","","90,901","","12,503","","54,758","","23,205","","7","","23","","7","","4","","5","","-1.94","","2.33","","2.87","","3.89","","39.49","","54.40",""
"2015100000","2015年度","25210","滋賀県 野洲市","","49,889","","7,318","","29,963","","11,956","","7","","6","","3","","1","","3","","-0.13","","3.55","","3.72","","3.54","","35.13","","58.78",""
"2015100000","2015年度","25211","滋賀県 湖南市","","54,289","","7,588","","34,727","","11,576","","6","","9","","4","","2","","2","","-0.60","","3.36","","3.95","","1.44","","42.56","","52.14",""
"2015100000","2015年度","25212","滋賀県 高島市","","50,025","","5,861","","28,055","","16,018","","4","","14","","6","","2","","3","","-4.69","","2.50","","2.92","","6.82","","29.02","","62.61",""
"2015100000","2015年度","25213","滋賀県 東近江市","","114,180","","16,495","","69,096","","28,095","","16","","22","","10","","4","","7","","-1.12","","2.70","","2.97","","4.18","","39.69","","52.77",""
"2015100000","2015年度","25214","滋賀県 米原市","","38,719","","5,229","","22,646","","10,706","","3","","10","","7","","2","","0","","-3.35","","2.49","","2.65","","3.39","","34.94","","59.04",""
"2015100000","2015年度","25383","滋賀県 日野町","","21,873","","2,835","","12,840","","6,088","","6","","5","","1","","1","","1","","-4.36","","2.85","","3.13","","4.94","","41.01","","50.54",""
"2015100000","2015年度","25384","滋賀県 竜王町","","12,434","","1,667","","7,788","","2,970","","2","","2","","1","","0","","0","","-3.73","","3.27","","4.37","","6.57","","44.95","","47.53",""
"2015100000","2015年度","25425","滋賀県 愛荘町","","20,778","","3,642","","12,570","","4,487","","2","","4","","2","","1","","0","","3.28","","3.33","","3.58","","3.19","","43.56","","51.65",""
"2015100000","2015年度","25441","滋賀県 豊郷町","","7,422","","1,156","","4,273","","1,959","","1","","2","","1","","0","","1","","-1.90","","3.81","","3.35","","3.05","","37.15","","55.60",""
"2015100000","2015年度","25442","滋賀県 甲良町","","7,039","","926","","4,009","","2,098","","2","","2","","1","","0","","0","","-6.15","","1.97","","2.76","","4.17","","38.11","","51.60",""
"2015100000","2015年度","25443","滋賀県 多賀町","","7,355","","958","","3,968","","2,427","","2","","2","","1","","0","","0","","-5.23","","2.54","","2.35","","4.76","","37.77","","56.94",""
"2015100000","2015年度","26101","京都府 京都市 北区","","119,474","","12,404","","71,026","","32,027","","9","","21","","8","","4","","10","","-2.10","","4.16","","3.98","","1.33","","16.69","","72.32",""
"2015100000","2015年度","26102","京都府 京都市 上京区","","85,113","","7,608","","50,468","","21,538","","13","","9","","6","","3","","7","","2.22","","5.66","","5.39","","0.21","","16.66","","74.02",""
"2015100000","2015年度","26103","京都府 京都市 左京区","","168,266","","17,372","","101,520","","43,834","","16","","26","","15","","7","","15","","-0.32","","4.39","","4.33","","0.64","","12.58","","75.86",""
"2015100000","2015年度","26104","京都府 京都市 中京区","","109,341","","11,148","","68,725","","26,138","","6","","11","","9","","7","","9","","3.83","","6.85","","6.45","","0.14","","16.33","","70.22",""
"2015100000","2015年度","26105","京都府 京都市 東山区","","39,044","","2,895","","22,142","","12,238","","3","","3","","6","","5","","4","","-3.66","","5.78","","6.03","","0.15","","14.75","","72.61",""
"2015100000","2015年度","26106","京都府 京都市 下京区","","82,668","","7,669","","52,671","","18,184","","10","","9","","5","","2","","9","","4.26","","7.79","","7.43","","0.18","","16.42","","67.95",""
"2015100000","2015年度","26107","京都府 京都市 南区","","99,927","","11,566","","62,692","","24,161","","3","","11","","6","","4","","7","","1.20","","5.95","","5.18","","0.84","","24.42","","60.97",""
"2015100000","2015年度","26108","京都府 京都市 右京区","","204,262","","23,283","","120,369","","53,086","","14","","25","","14","","7","","11","","0.65","","4.10","","4.07","","1.11","","21.32","","67.28",""
"2015100000","2015年度","26109","京都府 京都市 伏見区","","280,655","","33,193","","168,374","","73,539","","21","","37","","17","","8","","18","","-1.21","","3.93","","3.93","","0.92","","21.93","","65.10",""
"2015100000","2015年度","26110","京都府 京都市 山科区","","135,471","","15,370","","78,506","","38,612","","10","","14","","7","","2","","7","","-0.42","","3.60","","3.69","","0.68","","21.11","","66.83",""
"2015100000","2015年度","26111","京都府 京都市 西京区","","150,962","","19,633","","89,929","","37,775","","14","","18","","8","","4","","7","","-1.32","","4.25","","4.41","","0.96","","20.88","","70.79",""
"2015100000","2015年度","26201","京都府 福知山市","","78,935","","10,917","","44,673","","22,787","","5","","23","","11","","7","","6","","-0.90","","3.21","","3.65","","5.31","","27.63","","62.04",""
"2015100000","2015年度","26202","京都府 舞鶴市","","83,990","","11,276","","46,768","","25,428","","14","","18","","7","","4","","8","","-5.28","","4.10","","4.79","","3.68","","21.54","","69.13",""
"2015100000","2015年度","26203","京都府 綾部市","","33,821","","3,910","","17,349","","12,448","","3","","10","","6","","2","","3","","-5.62","","2.49","","3.00","","9.14","","30.42","","58.74",""
"2015100000","2015年度","26204","京都府 宇治市","","184,678","","24,236","","107,970","","49,549","","13","","22","","11","","6","","11","","-2.60","","2.88","","3.47","","0.70","","23.59","","67.70",""
"2015100000","2015年度","26205","京都府 宮津市","","18,426","","1,870","","9,186","","7,362","","4","","6","","4","","3","","1","","-7.63","","2.87","","3.32","","7.69","","18.61","","70.89",""
"2015100000","2015年度","26206","京都府 亀岡市","","89,479","","11,845","","53,179","","23,457","","5","","18","","8","","2","","5","","-3.16","","2.39","","2.86","","4.15","","25.26","","65.33",""
"2015100000","2015年度","26207","京都府 城陽市","","76,869","","9,311","","43,399","","23,922","","7","","10","","5","","2","","6","","-3.96","","2.74","","2.95","","1.70","","25.80","","67.22",""
"2015100000","2015年度","26208","京都府 向日市","","53,380","","7,429","","31,453","","14,320","","3","","7","","3","","2","","1","","-1.74","","4.53","","3.65","","1.00","","24.67","","69.57",""
"2015100000","2015年度","26209","京都府 長岡京市","","80,090","","11,242","","47,839","","20,546","","5","","10","","5","","3","","6","","0.31","","4.08","","3.72","","1.01","","26.76","","69.69",""
"2015100000","2015年度","26210","京都府 八幡市","","72,664","","9,485","","42,516","","20,507","","7","","8","","4","","2","","4","","-2.11","","2.82","","3.40","","1.84","","21.73","","66.79",""
"2015100000","2015年度","26211","京都府 京田辺市","","70,835","","10,572","","43,750","","15,943","","10","","9","","4","","2","","3","","4.31","","3.93","","3.11","","1.90","","22.57","","68.07",""
"2015100000","2015年度","26212","京都府 京丹後市","","55,054","","6,700","","28,907","","19,421","","6","","20","","6","","5","","4","","-6.75","","1.83","","2.46","","8.14","","29.28","","57.51",""
"2015100000","2015年度","26213","京都府 南丹市","","33,145","","3,551","","18,240","","10,957","","3","","11","","6","","5","","3","","-5.88","","3.18","","3.76","","9.61","","23.42","","60.49",""
"2015100000","2015年度","26214","京都府 木津川市","","72,840","","12,532","","43,272","","16,648","","4","","14","","5","","2","","1","","4.41","","4.50","","3.10","","3.56","","20.09","","72.74",""
"2015100000","2015年度","26303","京都府 大山崎町","","15,181","","2,138","","8,895","","4,112","","1","","2","","1","","0","","0","","0.40","","4.93","","4.24","","0.83","","24.99","","70.73",""
"2015100000","2015年度","26322","京都府 久御山町","","15,805","","2,022","","8,883","","4,510","","3","","3","","1","","1","","1","","-0.68","","3.92","","4.02","","8.15","","29.61","","57.01",""
"2015100000","2015年度","26343","京都府 井手町","","7,910","","858","","4,585","","2,462","","0","","3","","1","","0","","0","","-6.36","","2.39","","3.26","","3.25","","29.97","","58.87",""
"2015100000","2015年度","26344","京都府 宇治田原町","","9,319","","1,196","","5,632","","2,488","","1","","2","","1","","0","","0","","-4.04","","2.15","","3.28","","8.05","","32.36","","57.52",""
"2015100000","2015年度","26364","京都府 笠置町","","1,368","","63","","678","","627","","0","","1","","0","","0","","0","","-15.87","","1.39","","4.02","","4.01","","21.87","","73.46",""
"2015100000","2015年度","26365","京都府 和束町","","3,956","","328","","2,022","","1,606","","0","","1","","1","","0","","0","","-11.74","","1.67","","3.46","","24.94","","21.06","","52.92",""
"2015100000","2015年度","26366","京都府 精華町","","36,376","","5,830","","22,705","","7,838","","3","","5","","3","","1","","2","","2.09","","3.62","","3.44","","2.12","","20.26","","72.74",""
"2015100000","2015年度","26367","京都府 南山城村","","2,652","","175","","1,353","","1,105","","0","","1","","1","","0","","0","","-13.84","","2.79","","2.83","","14.41","","18.77","","59.23",""
"2015100000","2015年度","26407","京都府 京丹波町","","14,453","","1,389","","7,283","","5,769","","1","","5","","3","","1","","2","","-8.13","","2.21","","3.25","","14.98","","26.32","","54.45",""
"2015100000","2015年度","26463","京都府 伊根町","","2,110","","162","","971","","977","","0","","2","","1","","1","","0","","-12.45","","2.51","","3.98","","27.17","","11.24","","61.58",""
"2015100000","2015年度","26465","京都府 与謝野町","","21,834","","2,688","","11,610","","7,498","","3","","9","","3","","1","","1","","-6.91","","2.08","","2.81","","3.47","","30.94","","59.14",""
"2015100000","2015年度","27102","大阪府 大阪市 都島区","","104,727","","11,901","","66,489","","24,281","","5","","10","","5","","4","","9","","2.04","","5.63","","5.59","","0.07","","17.82","","69.89",""
"2015100000","2015年度","27103","大阪府 大阪市 福島区","","72,484","","8,470","","48,395","","14,181","","7","","9","","3","","1","","6","","7.72","","7.51","","6.82","","0.06","","16.63","","70.57",""
"2015100000","2015年度","27104","大阪府 大阪市 此花区","","66,656","","7,894","","40,818","","17,285","","4","","8","","5","","2","","3","","1.66","","4.48","","4.45","","0.11","","22.25","","66.72",""
"2015100000","2015年度","27106","大阪府 大阪市 西区","","92,430","","10,211","","65,514","","14,491","","7","","9","","3","","1","","8","","11.28","","10.75","","8.22","","0.05","","14.36","","68.00",""
"2015100000","2015年度","27107","大阪府 大阪市 港区","","82,035","","8,799","","49,585","","21,692","","3","","11","","5","","2","","3","","-3.43","","4.40","","4.56","","0.05","","20.06","","68.06",""
"2015100000","2015年度","27108","大阪府 大阪市 大正区","","65,141","","7,292","","38,152","","19,548","","6","","10","","4","","3","","5","","-6.29","","2.98","","3.62","","0.04","","23.82","","66.02",""
"2015100000","2015年度","27109","大阪府 大阪市 天王寺区","","75,729","","9,523","","49,163","","14,529","","10","","8","","9","","12","","9","","8.53","","7.82","","6.63","","0.06","","14.59","","72.56",""
"2015100000","2015年度","27111","大阪府 大阪市 浪速区","","69,766","","4,630","","48,428","","12,738","","4","","8","","3","","1","","4","","12.99","","12.24","","9.87","","0.06","","11.76","","62.52",""
"2015100000","2015年度","27113","大阪府 大阪市 西淀川区","","95,490","","12,339","","59,469","","23,332","","5","","14","","4","","3","","6","","-2.07","","4.38","","4.36","","0.09","","26.87","","62.17",""
"2015100000","2015年度","27114","大阪府 大阪市 東淀川区","","175,530","","18,256","","112,436","","41,124","","8","","17","","9","","5","","5","","-0.60","","5.58","","5.74","","0.09","","19.86","","66.27",""
"2015100000","2015年度","27115","大阪府 大阪市 東成区","","80,563","","8,783","","49,930","","20,316","","7","","11","","4","","0","","10","","0.41","","5.75","","5.38","","0.09","","22.85","","64.87",""
"2015100000","2015年度","27116","大阪府 大阪市 生野区","","130,167","","11,982","","76,786","","40,621","","7","","19","","10","","6","","19","","-2.87","","3.75","","3.89","","0.07","","25.47","","59.23",""
"2015100000","2015年度","27117","大阪府 大阪市 旭区","","91,608","","9,519","","54,894","","26,834","","9","","10","","5","","3","","7","","-0.92","","4.89","","4.70","","0.10","","19.30","","68.63",""
"2015100000","2015年度","27118","大阪府 大阪市 城東区","","164,697","","20,420","","101,894","","41,082","","8","","17","","9","","4","","8","","-0.68","","5.43","","4.96","","0.06","","21.27","","68.58",""
"2015100000","2015年度","27119","大阪府 大阪市 阿倍野区","","107,626","","13,312","","65,949","","27,171","","14","","12","","7","","9","","7","","1.20","","5.72","","5.00","","0.06","","16.04","","74.24",""
"2015100000","2015年度","27120","大阪府 大阪市 住吉区","","154,239","","18,277","","93,184","","41,553","","13","","16","","11","","7","","9","","-0.86","","4.81","","4.71","","0.19","","16.87","","71.28",""
"2015100000","2015年度","27121","大阪府 大阪市 東住吉区","","126,299","","14,352","","74,568","","36,601","","11","","15","","8","","1","","8","","-3.38","","5.10","","4.85","","0.18","","20.19","","69.16",""
"2015100000","2015年度","27122","大阪府 大阪市 西成区","","111,883","","7,730","","57,633","","41,187","","3","","11","","6","","2","","11","","-8.27","","4.62","","4.48","","0.10","","17.88","","61.54",""
"2015100000","2015年度","27123","大阪府 大阪市 淀川区","","176,201","","18,139","","115,840","","39,965","","12","","17","","6","","4","","9","","2.40","","6.77","","6.34","","0.09","","20.00","","64.90",""
"2015100000","2015年度","27124","大阪府 大阪市 鶴見区","","111,557","","17,298","","69,038","","24,082","","6","","12","","5","","3","","7","","0.34","","4.73","","4.72","","0.14","","25.28","","65.81",""
"2015100000","2015年度","27125","大阪府 大阪市 住之江区","","122,988","","13,479","","73,428","","34,487","","8","","16","","8","","4","","5","","-3.32","","3.67","","4.35","","0.09","","18.99","","70.23",""
"2015100000","2015年度","27126","大阪府 大阪市 平野区","","196,633","","24,207","","116,351","","53,454","","13","","24","","12","","4","","10","","-1.69","","3.41","","3.71","","0.25","","26.52","","61.72",""
"2015100000","2015年度","27127","大阪府 大阪市 北区","","123,667","","10,533","","85,198","","22,773","","8","","11","","6","","2","","9","","12.03","","10.35","","8.27","","0.05","","14.03","","70.40",""
"2015100000","2015年度","27128","大阪府 大阪市 中央区","","93,069","","7,952","","69,656","","15,371","","8","","9","","7","","7","","7","","18.28","","13.18","","10.39","","0.09","","13.20","","68.58",""
"2015100000","2015年度","27141","大阪府 堺市 堺区","","148,205","","16,648","","89,499","","39,593","","9","","17","","9","","6","","11","","-0.37","","4.91","","4.53","","0.18","","23.58","","68.14",""
"2015100000","2015年度","27142","大阪府 堺市 中区","","124,543","","18,126","","74,366","","31,125","","5","","13","","6","","3","","7","","0.82","","3.86","","3.96","","0.69","","24.88","","66.76",""
"2015100000","2015年度","27143","大阪府 堺市 東区","","85,189","","11,249","","49,089","","24,524","","6","","10","","5","","2","","2","","-0.30","","3.72","","3.73","","0.56","","22.11","","70.92",""
"2015100000","2015年度","27144","大阪府 堺市 西区","","135,746","","20,101","","80,848","","34,017","","8","","14","","6","","3","","8","","1.59","","4.04","","3.88","","0.29","","23.68","","69.08",""
"2015100000","2015年度","27145","大阪府 堺市 南区","","147,626","","18,742","","82,722","","45,776","","15","","20","","10","","6","","4","","-4.62","","2.64","","3.69","","0.72","","19.98","","72.75",""
"2015100000","2015年度","27146","大阪府 堺市 北区","","158,845","","22,609","","96,920","","38,017","","9","","15","","8","","1","","11","","1.46","","4.96","","5.03","","0.30","","20.28","","72.59",""
"2015100000","2015年度","27147","大阪府 堺市 美原区","","39,156","","5,489","","22,522","","11,012","","1","","6","","3","","2","","2","","-0.32","","3.10","","3.35","","1.26","","28.69","","63.50",""
"2015100000","2015年度","27202","大阪府 岸和田市","","194,911","","26,903","","117,058","","50,357","","26","","24","","11","","5","","17","","-2.17","","2.28","","2.59","","1.30","","23.65","","67.61",""
"2015100000","2015年度","27203","大阪府 豊中市","","395,479","","53,939","","239,768","","99,979","","26","","42","","21","","9","","20","","1.58","","4.86","","4.48","","0.24","","19.53","","73.06",""
"2015100000","2015年度","27204","大阪府 池田市","","103,069","","13,229","","62,134","","26,342","","11","","11","","6","","5","","3","","-1.11","","4.16","","4.08","","1.10","","19.17","","73.45",""
